project_id,project_title,program,primary_tx,description_excerpt,benefits_excerpt,start_trl_reference_only,end_trl,trl_delta,target_label,split
91798,Combined Miniature Mass Spectrometer and Tunable Laser Spectrometer,Center Independent Research & Development: JPL IRAD,TX08.1.5 Lasers,"Prototyping a miniature mass spectrometer (MS) and a miniature tunable laser spectrometer (TLS) for future use on NASA's planetary missions including Discovery, New Frontiers, CubeSat and probe platforms. Miniature gas cells, ion sources, and digital electronics will be developed for low volume, low power, yet maint...","Through miniaturization of the mass spectrometer and tunable laser spectrometer instruments to fit within typical 2U (20 cm x 10 cm x 10 cm) volumes, numerous new NASA planetary mission opportunities will be created f...",2,6,4,Mid,train
16812,Combined Raman/Infrared Reflectance Instrument for In Situ Mineral Analysis,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.1 Detectors and Focal Planes,"NASA's Science Instruments, Observatories, and Sensor Systems Roadmap calls for instruments capable of in situ mineralogical analysis in support of planetary missions in the coming decades. Such instruments will provide capabilities for surveying and identifying minerals on and beneath planetary surfaces, guided by ...","NASA's Science Instruments, Observatories, and Sensor Systems Roadmap calls for instruments capable of in situ mineralogical analysis in support of planetary missions in the coming decades. The proposed instruments wi...",2,4,2,Mid,valid
23200,Combined Scanning Confocal Ultrasound Diagnostic and Treatment System for Bone Quality Assessment and Fracture Healing,Human Research Program,TX06.3.6 Long-Duration Health,"Bone loss induced under microgravity environment is one of major health problems during long term space missions, resulting in high risk of fracture. Lack of onboard monitoring methods makes it difficult to evaluate such risk and guide treatment. Using a developing noninvasive Scanning Confocal Acoustic Navigation (...","Musculoskeletal decay due to a microgravity environment has greatly impacted the nation's civil space missions and ground operations. Such musculoskeletal complications are also major health problems on Earth, i.e., o...",4,6,2,Mid,train
125458,Combined Sub-Micron Particle Separators for Carbon Removal System,Small Business Innovation Research/Small Business Tech Transfer,TX06.1.1 Atmosphere Revitalization,"Mainstream proposes to develop a high-efficiency carbon removal system to safely collect and dispose of sub-micron carbon particulates generated from oxygen recovery systems. A cyclone separator reduces the total particulate matter loading while collecting larger particles (i.e., 1–10 µm, >10 µm). The remaining sub-...",NASA applications for the proposed carbon removal system for sub-micron particulates separation include integration with oxygen recovery systems for future long-duration manned missions such as Gateway and Mars. Addit...,2,4,2,Mid,train
154474,Combined Sub-Micron Particle Separators for Carbon Removal System,Small Business Innovation Research/Small Business Tech Transfer,TX06.1.1 Atmosphere Revitalization,"Currently, oxygen in space is recovered through an advanced oxygen recovery system, which does not fully recover the oxygen. Future missions may use technologies such as the Plasma Pyrolysis Assembly (PPA) or Bosch process, both of which recover oxygen, but generate large amounts of carbon particulate (0.2 – 50 µm) ...","The developed technologies on this program are unique in that they provide HEPA-level filtration, with no consumable components and can reduce the need for consumables by 95%, all while requiring minimal increase in a...",3,6,3,Mid,train
116069,Combining distributed RF and multi-spectral optical observations for a spaceborne 3-D lightning measurement concept,Instrument Incubator,TX08 Sensors and Instruments,"The goal of this proposal is to advance key components of the CubeSpark measurement concept to prepare it future satellite demonstration or Earth Venture opportunities for obtaining novel, global 3D measurements of lightning. The CubeSpark concept is to use a constellation of small satellites with combined optical a...",Enabling lower cost innovative remote sensing instrument development from concept through breadboard and demonstration,2,4,2,Mid,train
154676,"Combining InP and SiGe Technologies for Low Noise, Low Power Cryogenic Amplifiers suitable for Radio Astronomy Arrays and Quantum Applcations.",Small Business Innovation Research/Small Business Tech Transfer,TX15.1.4 Aeroacoustics,"Future earth science and planetary science missions will require large pixels, highly sensitive radio astronomy receiver arrays. Recent breakthroughs in detector technology are leading this growth. To achieve the required sensitivities, the large number of pixels (thousands) in a receiver requires low noise, low pow...","The 2020 Decadal Review recommended increased funding levels for several of NASA's future missions. The Origins Space Telescope, Lynx Telescope, IR imagers and polarimeters are included in the recommendations. Low-cos...",2,4,2,Mid,train
92057,Combining Power and Data using Powerline Communication for Harness Simplification and Mass Reduction,Center Independent Research & Development: JPL IRAD,TX03.3.1 Management and Control,The challenge of this task is to eliminate dedicated communication wires to powered instruments and electronic devices. It will demonstrate realistic data and power transfer over common harness conductors to provide control and telemetry and determine Electromagnetic Compatibility with the power bus and spacecraft e...,This technology provides •T-zero launch vehicle connections for all spacecraft. •Avionics to Instrument interfaces for all spacecraft •Control of multi-segmented mirrors,2,3,1,Low,train
92752,Combining Power and Data Using Powerline Communication for Harness Simplification and Mass Reduction,Center Independent Research & Development: JPL IRAD,TX11.1.6 Real-Time Software,The challenge of this task is to eliminate dedicated communication wires to powered instruments and electronic devices. It will demonstrate realistic data and power transfer over common harness conductors to provide control and telemetry and determine Electromagnetic Compatibility with the power bus and spacecraft e...,This technology provides *Simplified T-zero launch vehicle connections for all spacecraft. *Avionics to instrument power/data interfaces for all spacecraft. *Simplified control of multi-segmented mirrors. Combining Po...,2,4,2,Mid,train
146786,"Combining ""Printed"" Strain Gauges and Laser Measurements of Miniscule Sensor Displacements to Determine Upper Atmosphere Properties",Center Independent Research & Development: GSFC IRAD,TX08.3.4 Environment Sensors,"This project seeks to measure miniscule displacements of stiff booms on sounding rockets flown in the upper atmosphere with two simultaneous techniques: strain gauges directly ""printed"" on long stiff booms in several locations and small, inexpensive laser devices.",The displacements will reveal small variations of the position of sensors at the end of stiff booms to provide information related to the atmospheric density and winds---important measurements for scientific and space...,2,3,1,Low,test
